--------------------------------------------------------------------------
[[23268,1],0]: A high-performance Open MPI point-to-point messaging module
was unable to find any relevant network interfaces:

Module: OpenFabrics (openib)
  Host: ip-172-31-37-83

Another transport will be used instead, although this may result in
lower performance.

NOTE: You can disable this warning by setting the MCA parameter
btl_base_warn_component_unused to 0.
--------------------------------------------------------------------------


 NAS Parallel Benchmarks 3.4 -- CG Benchmark

 Size:     150000  (class C)
 Iterations:    75
 Number of processes:     8
 Number of nonzeroes per row:       15
 Eigenvalue shift:   110.000

   iteration           ||r||                 zeta
        1       0.25684152458809E-12   109.9994423237398
[MO833] Paramount Iteration,0,1,0.907510,0.217799
[MO833] Paramount Iteration,1,1,0.899223,0.217699
[MO833] Paramount Iteration,5,1,0.899478,0.217753
[MO833] Paramount Iteration,2,1,0.899378,0.217739
[MO833] Paramount Iteration,6,1,0.899383,0.217769
[MO833] Paramount Iteration,3,1,0.899206,0.217721
[MO833] Paramount Iteration,4,1,0.899488,0.217767
[MO833] Paramount Iteration,7,1,0.899621,0.217753
        2       0.73904271878851E-15    27.3920437146526
[MO833] Paramount Iteration,0,2,1.123172,0.215662
[MO833] Paramount Iteration,1,2,1.114914,0.215691
[MO833] Paramount Iteration,5,2,1.115074,0.215596
[MO833] Paramount Iteration,6,2,1.114977,0.215594
[MO833] Paramount Iteration,3,2,1.114906,0.215700
[MO833] Paramount Iteration,4,2,1.115079,0.215591
[MO833] Paramount Iteration,7,2,1.115217,0.215596
[MO833] Paramount Iteration,2,2,1.115078,0.215700
        3       0.73031584712266E-15    28.0339761840275
[MO833] Paramount Iteration,0,3,1.341261,0.218089
[MO833] Paramount Iteration,4,3,1.333089,0.218010
[MO833] Paramount Iteration,1,3,1.333026,0.218112
[MO833] Paramount Iteration,5,3,1.333116,0.218042
[MO833] Paramount Iteration,2,3,1.333149,0.218071
[MO833] Paramount Iteration,6,3,1.332985,0.218008
[MO833] Paramount Iteration,7,3,1.333251,0.218034
[MO833] Paramount Iteration,3,3,1.333012,0.218106
[MO833] Paramount Iteration,5,4,1.549461,0.216345
[MO833] Paramount Iteration,6,4,1.549341,0.216356
[MO833] Paramount Iteration,4,4,1.549443,0.216354
[MO833] Paramount Iteration,7,4,1.549600,0.216349
        4       0.73565193896639E-15    28.4191507551287
[MO833] Paramount Iteration,0,4,1.557681,0.216420
[MO833] Paramount Iteration,1,4,1.549421,0.216395
[MO833] Paramount Iteration,2,4,1.549548,0.216399
[MO833] Paramount Iteration,3,4,1.549413,0.216401
[MO833] Paramount Iteration,5,5,1.764495,0.215034
[MO833] Paramount Iteration,6,5,1.764388,0.215047
[MO833] Paramount Iteration,4,5,1.764474,0.215031
[MO833] Paramount Iteration,7,5,1.764662,0.215062
        5       0.73349711397114E-15    28.6471670038893
[MO833] Paramount Iteration,0,5,1.772740,0.215059
[MO833] Paramount Iteration,1,5,1.764462,0.215041
[MO833] Paramount Iteration,2,5,1.764592,0.215044
[MO833] Paramount Iteration,3,5,1.764452,0.215039
        6       0.73360204398854E-15    28.7812969418412
[MO833] Paramount Iteration,0,6,1.988092,0.215352
[MO833] Paramount Iteration,1,6,1.979829,0.215367
[MO833] Paramount Iteration,2,6,1.979990,0.215398
[MO833] Paramount Iteration,3,6,1.979822,0.215370
[MO833] Paramount Iteration,5,6,1.980070,0.215575
[MO833] Paramount Iteration,6,6,1.979966,0.215578
[MO833] Paramount Iteration,4,6,1.980069,0.215595
[MO833] Paramount Iteration,7,6,1.980202,0.215540
        7       0.73366515021104E-15    28.8600458537343
[MO833] Paramount Iteration,0,7,2.206265,0.218173
[MO833] Paramount Iteration,6,7,2.197962,0.217996
[MO833] Paramount Iteration,5,7,2.198075,0.218005
[MO833] Paramount Iteration,4,7,2.198067,0.217998
[MO833] Paramount Iteration,7,7,2.198220,0.218018
[MO833] Paramount Iteration,1,7,2.198008,0.218179
[MO833] Paramount Iteration,2,7,2.198139,0.218149
[MO833] Paramount Iteration,3,7,2.198009,0.218187
        8       0.73390040878766E-15    28.9063145572685
[MO833] Paramount Iteration,0,8,2.424116,0.217851
[MO833] Paramount Iteration,2,8,2.416004,0.217865
[MO833] Paramount Iteration,1,8,2.415868,0.217860
[MO833] Paramount Iteration,5,8,2.416139,0.218064
[MO833] Paramount Iteration,6,8,2.416017,0.218055
[MO833] Paramount Iteration,3,8,2.415875,0.217866
[MO833] Paramount Iteration,4,8,2.416127,0.218060
[MO833] Paramount Iteration,7,8,2.416283,0.218063
        9       0.73670170986433E-15    28.9335649214622
[MO833] Paramount Iteration,0,9,2.640577,0.216461
[MO833] Paramount Iteration,5,9,2.632464,0.216325
[MO833] Paramount Iteration,6,9,2.632342,0.216325
[MO833] Paramount Iteration,4,9,2.632446,0.216319
[MO833] Paramount Iteration,7,9,2.632607,0.216324
[MO833] Paramount Iteration,1,9,2.632342,0.216474
[MO833] Paramount Iteration,2,9,2.632475,0.216471
