--------------------------------------------------------------------------
[[62449,1],0]: A high-performance Open MPI point-to-point messaging module
was unable to find any relevant network interfaces:

Module: OpenFabrics (openib)
  Host: ip-172-31-48-33

Another transport will be used instead, although this may result in
lower performance.

NOTE: You can disable this warning by setting the MCA parameter
btl_base_warn_component_unused to 0.
--------------------------------------------------------------------------


 NAS Parallel Benchmarks 3.4 -- CG Benchmark

 Size:     150000  (class C)
 Iterations:    75
 Number of processes:     8
 Number of nonzeroes per row:       15
 Eigenvalue shift:   110.000
[MO833] Paramount Iteration,6,1,1.054589,0.270438
[MO833] Paramount Iteration,7,1,1.055072,0.270448

   iteration           ||r||                 zeta
        1       0.25684152458809E-12   109.9994423237398
[MO833] Paramount Iteration,5,1,1.054796,0.270488
[MO833] Paramount Iteration,4,1,1.053117,0.270492
[MO833] Paramount Iteration,0,1,1.063747,0.270820
[MO833] Paramount Iteration,1,1,1.054655,0.270687
[MO833] Paramount Iteration,2,1,1.054420,0.270694
[MO833] Paramount Iteration,3,1,1.054239,0.270677
        2       0.73904271878851E-15    27.3920437146526
[MO833] Paramount Iteration,0,2,1.334990,0.271243
[MO833] Paramount Iteration,1,2,1.325939,0.271284
[MO833] Paramount Iteration,2,2,1.325717,0.271297
[MO833] Paramount Iteration,3,2,1.325548,0.271309
[MO833] Paramount Iteration,6,2,1.326319,0.271730
[MO833] Paramount Iteration,7,2,1.326790,0.271718
[MO833] Paramount Iteration,5,2,1.326514,0.271718
[MO833] Paramount Iteration,4,2,1.324840,0.271723
[MO833] Paramount Iteration,6,3,1.598392,0.272073
[MO833] Paramount Iteration,5,3,1.598563,0.272049
[MO833] Paramount Iteration,7,3,1.598866,0.272076
[MO833] Paramount Iteration,4,3,1.596906,0.272066
        3       0.73031584712266E-15    28.0339761840275
[MO833] Paramount Iteration,0,3,1.607426,0.272436
[MO833] Paramount Iteration,1,3,1.598358,0.272419
[MO833] Paramount Iteration,2,3,1.598152,0.272435
[MO833] Paramount Iteration,3,3,1.597968,0.272420
        4       0.73565193896639E-15    28.4191507551287
[MO833] Paramount Iteration,0,4,1.875751,0.268325
[MO833] Paramount Iteration,1,4,1.866692,0.268334
[MO833] Paramount Iteration,2,4,1.866499,0.268347
[MO833] Paramount Iteration,3,4,1.866310,0.268342
[MO833] Paramount Iteration,7,4,1.867546,0.268680
[MO833] Paramount Iteration,6,4,1.867093,0.268701
[MO833] Paramount Iteration,5,4,1.867266,0.268703
[MO833] Paramount Iteration,4,4,1.865606,0.268700
[MO833] Paramount Iteration,7,5,2.135147,0.267601
        5       0.73349711397114E-15    28.6471670038893
[MO833] Paramount Iteration,0,5,2.143754,0.268003
[MO833] Paramount Iteration,6,5,2.134674,0.267581
[MO833] Paramount Iteration,5,5,2.134867,0.267601
[MO833] Paramount Iteration,4,5,2.133190,0.267584
[MO833] Paramount Iteration,1,5,2.134712,0.268020
[MO833] Paramount Iteration,2,5,2.134522,0.268023
[MO833] Paramount Iteration,3,5,2.134323,0.268013
        6       0.73360204398854E-15    28.7812969418412
[MO833] Paramount Iteration,0,6,2.411432,0.267678
[MO833] Paramount Iteration,1,6,2.402459,0.267747
[MO833] Paramount Iteration,2,6,2.402283,0.267761
[MO833] Paramount Iteration,3,6,2.402121,0.267798
[MO833] Paramount Iteration,6,6,2.402776,0.268102
[MO833] Paramount Iteration,5,6,2.402966,0.268099
[MO833] Paramount Iteration,7,6,2.403288,0.268141
[MO833] Paramount Iteration,4,6,2.401259,0.268069
        7       0.73366515021104E-15    28.8600458537343
[MO833] Paramount Iteration,0,7,2.678355,0.266923
[MO833] Paramount Iteration,1,7,2.669368,0.266909
[MO833] Paramount Iteration,2,7,2.669159,0.266876
[MO833] Paramount Iteration,3,7,2.668954,0.266833
[MO833] Paramount Iteration,7,7,2.670224,0.266936
[MO833] Paramount Iteration,6,7,2.669757,0.266981
[MO833] Paramount Iteration,5,7,2.669921,0.266955
[MO833] Paramount Iteration,4,7,2.668252,0.266993
        8       0.73390040878766E-15    28.9063145572685
[MO833] Paramount Iteration,0,8,2.945254,0.266899
[MO833] Paramount Iteration,1,8,2.936270,0.266902
[MO833] Paramount Iteration,2,8,2.936070,0.266911
[MO833] Paramount Iteration,3,8,2.935862,0.266908
[MO833] Paramount Iteration,7,8,2.937092,0.266868
[MO833] Paramount Iteration,6,8,2.936621,0.266864
[MO833] Paramount Iteration,5,8,2.936790,0.266869
[MO833] Paramount Iteration,4,8,2.935113,0.266861
        9       0.73670170986433E-15    28.9335649214622
[MO833] Paramount Iteration,0,9,3.210412,0.265158
[MO833] Paramount Iteration,1,9,3.201433,0.265163
[MO833] Paramount Iteration,2,9,3.201231,0.265161
[MO833] Paramount Iteration,3,9,3.201016,0.265154
[MO833] Paramount Iteration,7,9,3.202261,0.265169
[MO833] Paramount Iteration,6,9,3.201792,0.265171
[MO833] Paramount Iteration,5,9,3.201951,0.265161
[MO833] Paramount Iteration,4,9,3.200277,0.265164
       10       0.73571071517574E-15    28.9496695449003
[MO833] Paramount Iteration,0,10,3.477020,0.266608
[MO833] Paramount Iteration,6,10,3.468074,0.266282
