--------------------------------------------------------------------------
[[3702,1],0]: A high-performance Open MPI point-to-point messaging module
was unable to find any relevant network interfaces:

Module: OpenFabrics (openib)
  Host: ip-172-31-2-248

Another transport will be used instead, although this may result in
lower performance.

NOTE: You can disable this warning by setting the MCA parameter
btl_base_warn_component_unused to 0.
--------------------------------------------------------------------------
[PI-INFO] Init time,0,0.148090
[PI-INFO] Init time,9,0.140077
[PI-INFO] Init time,3,0.140102
[PI-INFO] Init time,4,0.140648
[PI-INFO] Init time,13,0.140086
[PI-INFO] Init time,12,0.139922
[PI-INFO] Init time,10,0.140454
[PI-INFO] Init time,8,0.140031
[PI-INFO] Init time,6,0.140041
[PI-INFO] Init time,15,0.139968
[PI-INFO] Init time,14,0.139856
[PI-INFO] Init time,5,0.140062
[PI-INFO] Init time,2,0.140257
[PI-INFO] Init time,11,0.141445
[PI-INFO] Init time,1,0.140143
[PI-INFO] Init time,7,0.140019
[PI-INFO] Paramount Iteration,0,1,0.334565,0.186475
[PI-INFO] Paramount Iteration,1,1,0.416591,0.276448
[PI-INFO] Paramount Iteration,2,1,0.502885,0.362628
[PI-INFO] Paramount Iteration,3,1,0.504069,0.363967
[PI-INFO] Paramount Iteration,4,1,0.504399,0.363751
[PI-INFO] Paramount Iteration,5,1,0.503826,0.363764
[PI-INFO] Paramount Iteration,6,1,0.507499,0.367459
[PI-INFO] Paramount Iteration,7,1,0.508294,0.368275
[PI-INFO] Paramount Iteration,8,1,0.508479,0.368448
[PI-INFO] Paramount Iteration,9,1,0.509058,0.368981
[PI-INFO] Paramount Iteration,10,1,0.509051,0.368597
[PI-INFO] Paramount Iteration,11,1,0.510852,0.369407
[PI-INFO] Paramount Iteration,12,1,0.509551,0.369629
[PI-INFO] Paramount Iteration,13,1,0.509804,0.369718
[PI-INFO] Paramount Iteration,14,1,0.509626,0.369770
[PI-INFO] Paramount Iteration,15,1,0.509769,0.369801
[PI-INFO] Paramount Iteration,0,2,0.518555,0.183990
[PI-INFO] Paramount Iteration,1,2,0.600005,0.183414
[PI-INFO] Paramount Iteration,2,2,0.686163,0.183278
[PI-INFO] Paramount Iteration,3,2,0.686613,0.182544
[PI-INFO] Paramount Iteration,0,3,0.701975,0.183420
[PI-INFO] Paramount Iteration,4,2,0.704906,0.200507
[PI-INFO] Paramount Iteration,1,3,0.781727,0.181722
[PI-INFO] Paramount Iteration,5,2,0.793104,0.289278
[PI-INFO] Paramount Iteration,2,3,0.865910,0.179747
[PI-INFO] Paramount Iteration,3,3,0.866365,0.179752
[PI-INFO] Paramount Iteration,0,4,0.883654,0.181679
[PI-INFO] Paramount Iteration,6,2,0.881677,0.374178
[PI-INFO] Paramount Iteration,7,2,0.881689,0.373395
[PI-INFO] Paramount Iteration,8,2,0.881890,0.373411
[PI-INFO] Paramount Iteration,9,2,0.882464,0.373406
[PI-INFO] Paramount Iteration,10,2,0.882458,0.373407
[PI-INFO] Paramount Iteration,11,2,0.883538,0.372686
[PI-INFO] Paramount Iteration,12,2,0.882251,0.372700
[PI-INFO] Paramount Iteration,13,2,0.882500,0.372696
[PI-INFO] Paramount Iteration,14,2,0.882338,0.372712
[PI-INFO] Paramount Iteration,15,2,0.882490,0.372721
[PI-INFO] Paramount Iteration,4,3,0.887853,0.182947
[PI-INFO] Paramount Iteration,1,4,0.963385,0.181658
[PI-INFO] Paramount Iteration,5,3,0.974237,0.181133
[PI-INFO] Paramount Iteration,2,4,1.047553,0.181643
[PI-INFO] Paramount Iteration,3,4,1.048014,0.181649
[PI-INFO] Paramount Iteration,0,5,1.065218,0.181564
[PI-INFO] Paramount Iteration,6,3,1.061018,0.179341
[PI-INFO] Paramount Iteration,7,3,1.061025,0.179336
[PI-INFO] Paramount Iteration,8,3,1.062169,0.180279
[PI-INFO] Paramount Iteration,4,4,1.070149,0.182296
[PI-INFO] Paramount Iteration,1,5,1.144935,0.181550
[PI-INFO] Paramount Iteration,9,3,1.151114,0.268650
[PI-INFO] Paramount Iteration,5,4,1.156454,0.182217
[PI-INFO] Paramount Iteration,2,5,1.229075,0.181522
[PI-INFO] Paramount Iteration,3,5,1.229542,0.181528
[PI-INFO] Paramount Iteration,10,3,1.237977,0.355519
[PI-INFO] Paramount Iteration,11,3,1.239066,0.355528
[PI-INFO] Paramount Iteration,0,6,1.246404,0.181186
[PI-INFO] Paramount Iteration,12,3,1.237787,0.355536
[PI-INFO] Paramount Iteration,13,3,1.238052,0.355552
[PI-INFO] Paramount Iteration,15,3,1.242263,0.359773
[PI-INFO] Paramount Iteration,14,3,1.242105,0.359767
[PI-INFO] Paramount Iteration,6,4,1.243256,0.182238
[PI-INFO] Paramount Iteration,7,4,1.243267,0.182242
[PI-INFO] Paramount Iteration,8,4,1.243435,0.181266
[PI-INFO] Paramount Iteration,4,5,1.252101,0.181952
[PI-INFO] Paramount Iteration,1,6,1.326129,0.181194
[PI-INFO] Paramount Iteration,9,4,1.330590,0.179476
[PI-INFO] Paramount Iteration,5,5,1.338635,0.182181
[PI-INFO] Paramount Iteration,2,6,1.410925,0.181850
[PI-INFO] Paramount Iteration,3,6,1.411398,0.181856
[PI-INFO] Paramount Iteration,10,4,1.417451,0.179474
[PI-INFO] Paramount Iteration,11,4,1.418529,0.179463
[PI-INFO] Paramount Iteration,0,7,1.427846,0.181442
[PI-INFO] Paramount Iteration,12,4,1.421607,0.183820
[PI-INFO] Paramount Iteration,6,5,1.425513,0.182257
[PI-INFO] Paramount Iteration,7,5,1.425527,0.182260
[PI-INFO] Paramount Iteration,8,5,1.425697,0.182262
[PI-INFO] Paramount Iteration,4,6,1.434828,0.182727
[PI-INFO] Paramount Iteration,1,7,1.507579,0.181450
[PI-INFO] Paramount Iteration,13,4,1.508772,0.270720
[PI-INFO] Paramount Iteration,9,5,1.512432,0.181842
[PI-INFO] Paramount Iteration,5,6,1.521071,0.182436
[PI-INFO] Paramount Iteration,2,7,1.592394,0.181469
[PI-INFO] Paramount Iteration,3,7,1.592872,0.181474
[PI-INFO] Paramount Iteration,15,4,1.595677,0.353414
[PI-INFO] Paramount Iteration,14,4,1.595534,0.353429
[PI-INFO] Paramount Iteration,10,5,1.599451,0.182000
[PI-INFO] Paramount Iteration,11,5,1.600532,0.182003
[PI-INFO] Paramount Iteration,0,8,1.608868,0.181022
[PI-INFO] Paramount Iteration,12,5,1.607575,0.185968
[PI-INFO] Paramount Iteration,6,6,1.608035,0.182522
[PI-INFO] Paramount Iteration,7,6,1.608049,0.182522
[PI-INFO] Paramount Iteration,8,6,1.608224,0.182527
[PI-INFO] Paramount Iteration,4,7,1.617680,0.182852
[PI-INFO] Paramount Iteration,1,8,1.688638,0.181059
[PI-INFO] Paramount Iteration,9,6,1.694515,0.182083
[PI-INFO] Paramount Iteration,13,5,1.694745,0.185973
[PI-INFO] Paramount Iteration,5,7,1.703949,0.182878
[PI-INFO] Paramount Iteration,2,8,1.772928,0.180534
[PI-INFO] Paramount Iteration,3,8,1.773419,0.180547
[PI-INFO] Paramount Iteration,0,9,1.788887,0.180019
[PI-INFO] Paramount Iteration,10,6,1.781335,0.181884
[PI-INFO] Paramount Iteration,11,6,1.782428,0.181896
[PI-INFO] Paramount Iteration,15,5,1.781723,0.186046
[PI-INFO] Paramount Iteration,14,5,1.781573,0.186039
[PI-INFO] Paramount Iteration,6,7,1.790833,0.182798
[PI-INFO] Paramount Iteration,7,7,1.790844,0.182795
[PI-INFO] Paramount Iteration,8,7,1.791024,0.182800
[PI-INFO] Paramount Iteration,12,6,1.790958,0.183383
[PI-INFO] Paramount Iteration,4,8,1.800011,0.182331
[PI-INFO] Paramount Iteration,1,9,1.868719,0.180081
[PI-INFO] Paramount Iteration,9,7,1.875761,0.181246
[PI-INFO] Paramount Iteration,13,6,1.878276,0.183531
[PI-INFO] Paramount Iteration,5,8,1.886365,0.182416
[PI-INFO] Paramount Iteration,2,9,1.953144,0.180216
[PI-INFO] Paramount Iteration,3,9,1.953631,0.180212
[PI-INFO] Paramount Iteration,10,7,1.962580,0.181245
[PI-INFO] Paramount Iteration,11,7,1.963672,0.181244
[PI-INFO] Paramount Iteration,0,10,1.973483,0.184596
[PI-INFO] Paramount Iteration,15,6,1.965277,0.183554
[PI-INFO] Paramount Iteration,14,6,1.965115,0.183542
[PI-INFO] Paramount Iteration,6,8,1.973226,0.182393
[PI-INFO] Paramount Iteration,7,8,1.973223,0.182379
[PI-INFO] Paramount Iteration,8,8,1.973401,0.182377
[PI-INFO] Paramount Iteration,12,7,1.974598,0.183640
[PI-INFO] Paramount Iteration,4,9,1.982971,0.182960
[PI-INFO] Paramount Iteration,1,10,2.053359,0.184640
[PI-INFO] Paramount Iteration,9,8,2.059649,0.183888
[PI-INFO] Paramount Iteration,13,7,2.061965,0.183689
[PI-INFO] Paramount Iteration,5,9,2.069247,0.182882
[PI-INFO] Paramount Iteration,2,10,2.137678,0.184534
[PI-INFO] Paramount Iteration,3,10,2.138219,0.184588
[PI-INFO] Paramount Iteration,0,11,2.154228,0.180745
[PI-INFO] Paramount Iteration,10,8,2.146350,0.183770
[PI-INFO] Paramount Iteration,11,8,2.147444,0.183772
[PI-INFO] Paramount Iteration,15,7,2.149031,0.183754
[PI-INFO] Paramount Iteration,14,7,2.148874,0.183759
[PI-INFO] Paramount Iteration,6,9,2.156176,0.182950
[PI-INFO] Paramount Iteration,7,9,2.156189,0.182966
[PI-INFO] Paramount Iteration,8,9,2.156379,0.182978
[PI-INFO] Paramount Iteration,12,8,2.158023,0.183425
[PI-INFO] Paramount Iteration,4,10,2.165192,0.182221
[PI-INFO] Paramount Iteration,1,11,2.234114,0.180755
[PI-INFO] Paramount Iteration,9,9,2.242139,0.182490
[PI-INFO] Paramount Iteration,13,8,2.245302,0.183337
[PI-INFO] Paramount Iteration,5,10,2.251423,0.182176
[PI-INFO] Paramount Iteration,2,11,2.318552,0.180874
[PI-INFO] Paramount Iteration,3,11,2.319041,0.180822
[PI-INFO] Paramount Iteration,0,12,2.335666,0.181438
[PI-INFO] Paramount Iteration,10,9,2.329002,0.182652
[PI-INFO] Paramount Iteration,11,9,2.330095,0.182651
[PI-INFO] Paramount Iteration,14,8,2.332410,0.183536
[PI-INFO] Paramount Iteration,15,8,2.332585,0.183554
[PI-INFO] Paramount Iteration,6,10,2.338254,0.182078
[PI-INFO] Paramount Iteration,7,10,2.338264,0.182075
[PI-INFO] Paramount Iteration,8,10,2.338449,0.182070
[PI-INFO] Paramount Iteration,12,9,2.342283,0.184260
[PI-INFO] Paramount Iteration,4,11,2.346655,0.181463
[PI-INFO] Paramount Iteration,1,12,2.415650,0.181536
[PI-INFO] Paramount Iteration,9,10,2.425381,0.183242
[PI-INFO] Paramount Iteration,13,9,2.429567,0.184265
[PI-INFO] Paramount Iteration,5,11,2.433492,0.182069
[PI-INFO] Paramount Iteration,2,12,2.499880,0.181328
[PI-INFO] Paramount Iteration,3,12,2.500388,0.181347
[PI-INFO] Paramount Iteration,0,13,2.517122,0.181456
[PI-INFO] Paramount Iteration,10,10,2.512448,0.183446
[PI-INFO] Paramount Iteration,11,10,2.513544,0.183449
[PI-INFO] Paramount Iteration,15,9,2.516821,0.184236
[PI-INFO] Paramount Iteration,14,9,2.516638,0.184228
[PI-INFO] Paramount Iteration,6,11,2.520221,0.181967
[PI-INFO] Paramount Iteration,7,11,2.520236,0.181972
[PI-INFO] Paramount Iteration,8,11,2.520425,0.181976
[PI-INFO] Paramount Iteration,12,10,2.526222,0.183939
[PI-INFO] Paramount Iteration,4,12,2.528068,0.181413
[PI-INFO] Paramount Iteration,1,13,2.597109,0.181459
[PI-INFO] Paramount Iteration,9,11,2.608166,0.182785
[PI-INFO] Paramount Iteration,13,10,2.613390,0.183823
[PI-INFO] Paramount Iteration,5,12,2.614444,0.180952
[PI-INFO] Paramount Iteration,2,13,2.681423,0.181543
[PI-INFO] Paramount Iteration,3,13,2.681935,0.181547
[PI-INFO] Paramount Iteration,0,14,2.697754,0.180632
[PI-INFO] Paramount Iteration,10,11,2.695175,0.182727
[PI-INFO] Paramount Iteration,11,11,2.696259,0.182715
[PI-INFO] Paramount Iteration,7,12,2.701247,0.181011
[PI-INFO] Paramount Iteration,8,12,2.701439,0.181014
[PI-INFO] Paramount Iteration,6,12,2.701233,0.181012
[PI-INFO] Paramount Iteration,15,10,2.700490,0.183669
[PI-INFO] Paramount Iteration,14,10,2.700301,0.183663
[PI-INFO] Paramount Iteration,4,13,2.708958,0.180890
[PI-INFO] Paramount Iteration,12,11,2.709813,0.183591
[PI-INFO] Paramount Iteration,1,14,2.777686,0.180577
[PI-INFO] Paramount Iteration,9,12,2.788455,0.180289
[PI-INFO] Paramount Iteration,5,13,2.795142,0.180698
[PI-INFO] Paramount Iteration,13,11,2.797245,0.183855
[PI-INFO] Paramount Iteration,2,14,2.861776,0.180353
[PI-INFO] Paramount Iteration,3,14,2.862278,0.180343
[PI-INFO] Paramount Iteration,0,15,2.881393,0.183639
[PI-INFO] PI avg,0,0.182220,15
[PI-INFO] Beta,0,0.000005
[PI-INFO] Total time,2.881406
[PI-INFO] Paramount Iteration,2,15,3.045700,0.183924
[PI-INFO] PI avg,2,0.193696,15
[PI-INFO] Beta,2,0.000004
[PI-INFO] Paramount Iteration,11,12,2.876399,0.180140
[PI-INFO] Paramount Iteration,4,14,2.893073,0.184115
[PI-INFO] Paramount Iteration,3,15,3.046231,0.183953
[PI-INFO] PI avg,3,0.193742,15
[PI-INFO] Beta,3,0.000005
